LON,LAT,TIME,
121.54, 24.88, 258.2225,
121.54, 24.89, 248.2408,
121.54, 24.90, 237.1871,
121.54, 24.91, 223.2173,
121.54, 24.92, 211.1330,
121.54, 24.93, 206.6561,
121.54, 24.94, 201.8428,
121.54, 24.95, 193.4745,
121.54, 24.96, 194.2702,
121.54, 24.97, 201.0240,
121.54, 24.98, 184.8683,
121.54, 24.99, 181.4747,
121.54, 25.00, 191.8545,
121.54, 25.01, 200.0598,
121.54, 25.02, 195.3447,
121.54, 25.03, 192.2960,
121.54, 25.04, 188.6206,
121.54, 25.05, 189.5398,
121.54, 25.06, 185.5567,
121.54, 25.07, 177.0837,
121.54, 25.08, 172.6043,
121.54, 25.09, 182.9730,
121.54, 25.10, 190.2455,
121.54, 25.11, 205.4539,
121.54, 25.12, 213.1487,
121.54, 25.13, 222.1947,
121.54, 25.14, 245.4117,
121.54, 25.15, 281.9134,
121.54, 25.16, 328.0565,
121.54, 25.17, 318.3798,
121.54, 25.18, 316.1296,
121.54, 25.19, 294.9385,
121.54, 25.20, 267.9575,
121.54, 25.21, 245.5727,
121.54, 25.22, 226.7637,
121.54, 25.23, 210.7600,
121.54, 25.24, 198.3603,
121.54, 25.25, 187.7445,
121.54, 25.26, 178.4645,
121.54, 25.27, 169.9855,
121.54, 25.28, 159.5194,
121.54, 25.29, 151.0504,
121.54, 25.30, 158.8035,
121.55, 22.03, 172.0441,
121.55, 22.04, 158.1995,
121.55, 22.05, 163.1032,
121.55, 22.06, 161.8741,
121.55, 22.07, 160.6339,
121.55, 22.08, 159.8770,
121.55, 23.66, 188.4126,
121.55, 23.67, 191.2323,
121.55, 23.68, 194.0995,
121.55, 23.69, 197.0930,
121.55, 23.70, 200.2360,
121.55, 23.71, 203.5775,
121.55, 23.72, 206.8242,
121.55, 23.73, 208.8425,
121.55, 23.74, 208.8035,
121.55, 23.75, 209.0686,
121.55, 23.76, 209.7461,
121.55, 23.77, 211.3094,
121.55, 23.78, 213.4929,
121.55, 23.79, 217.9294,
121.55, 23.80, 225.0740,
121.55, 23.81, 232.4310,
121.55, 23.82, 235.8823,
121.55, 23.83, 232.3185,
121.55, 23.84, 228.8556,
121.55, 23.85, 227.1207,
121.55, 23.86, 227.7948,
121.55, 23.87, 230.5023,
121.55, 23.88, 236.6772,
121.55, 23.89, 232.4565,
121.55, 23.90, 228.9610,
121.55, 23.91, 231.5168,
121.55, 23.92, 233.1053,
121.55, 23.93, 234.3603,
121.55, 23.94, 235.8370,
121.55, 23.95, 239.2558,
121.55, 23.96, 242.6545,
121.55, 23.97, 246.1040,
121.55, 23.98, 255.1844,
121.55, 23.99, 270.6394,
121.55, 24.00, 275.0879,
121.55, 24.01, 277.4397,
121.55, 24.02, 281.5353,
121.55, 24.03, 287.4283,
121.55, 24.04, 294.8766,
121.55, 24.05, 303.6161,
121.55, 24.06, 313.5744,
121.55, 24.07, 324.6108,
121.55, 24.08, 336.5711,
121.55, 24.09, 349.4451,
121.55, 24.10, 363.1913,
121.55, 24.11, 379.4959,
121.55, 24.12, 397.3701,
121.55, 24.13, 415.7162,
121.55, 24.14, 434.2744,
121.55, 24.15, 452.5623,
121.55, 24.16, 469.2820,
121.55, 24.17, 480.2575,
121.55, 24.18, 462.8072,
121.55, 24.19, 438.4580,
121.55, 24.20, 419.2084,
121.55, 24.21, 401.8235,
121.55, 24.22, 385.4313,
121.55, 24.23, 369.6943,
121.55, 24.24, 354.4578,
121.55, 24.25, 339.6456,
121.55, 24.26, 325.2159,
121.55, 24.27, 311.6778,
121.55, 24.28, 300.6276,
121.55, 24.29, 293.0596,
121.55, 24.30, 287.8510,
121.55, 24.31, 284.3380,
121.55, 24.32, 282.2554,
121.55, 24.33, 281.8842,
121.55, 24.34, 283.7096,
121.55, 24.35, 289.4415,
121.55, 24.36, 296.5570,
121.55, 24.37, 304.5173,
121.55, 24.38, 314.1525,
121.55, 24.39, 324.9307,
121.55, 24.40, 339.5356,
121.55, 24.41, 355.7262,
121.55, 24.42, 372.9645,
121.55, 24.43, 391.7954,
121.55, 24.44, 412.9375,
121.55, 24.45, 436.2653,
121.55, 24.46, 438.7099,
121.55, 24.47, 441.6466,
121.55, 24.48, 445.1357,
121.55, 24.49, 448.8700,
121.55, 24.50, 435.6620,
121.55, 24.51, 419.6452,
121.55, 24.52, 401.3148,
121.55, 24.53, 382.6777,
121.55, 24.54, 364.4783,
121.55, 24.55, 347.1523,
121.55, 24.56, 332.6090,
121.55, 24.57, 324.3079,
121.55, 24.58, 318.4693,
121.55, 24.59, 313.5960,
121.55, 24.60, 310.4202,
121.55, 24.61, 308.2451,
121.55, 24.62, 307.2942,
121.55, 24.63, 311.7842,
121.55, 24.64, 296.6063,
121.55, 24.65, 275.2609,
121.55, 24.66, 264.8818,
121.55, 24.67, 261.7997,
121.55, 24.68, 257.2842,
121.55, 24.69, 255.4269,
121.55, 24.70, 255.3442,
121.55, 24.71, 256.2877,
121.55, 24.72, 257.9360,
121.55, 24.73, 262.0289,
121.55, 24.74, 267.1252,
121.55, 24.75, 271.3767,
121.55, 24.76, 274.9404,
121.55, 24.77, 280.5155,
121.55, 24.78, 277.7754,
121.55, 24.79, 276.3399,
121.55, 24.80, 274.6763,
121.55, 24.81, 273.0783,
121.55, 24.82, 274.0295,
121.55, 24.83, 276.8943,
121.55, 24.84, 279.6364,
121.55, 24.85, 280.1375,
121.55, 24.86, 278.2132,
121.55, 24.87, 266.4503,
121.55, 24.88, 274.0377,
121.55, 24.89, 274.7482,
121.55, 24.90, 269.0786,
121.55, 24.91, 241.4917,
121.55, 24.92, 215.0414,
121.55, 24.93, 211.2090,
121.55, 24.94, 208.5587,
121.55, 24.95, 205.1366,
121.55, 24.96, 202.9828,
121.55, 24.97, 197.4250,
121.55, 24.98, 189.5202,
121.55, 24.99, 186.8618,
121.55, 25.00, 190.8281,
121.55, 25.01, 196.0509,
121.55, 25.02, 201.7335,
121.55, 25.03, 197.3078,
121.55, 25.04, 195.6504,
121.55, 25.05, 195.7266,
121.55, 25.06, 189.8474,
121.55, 25.07, 182.6760,
121.55, 25.08, 175.9325,
121.55, 25.09, 179.5283,
121.55, 25.10, 191.0231,
121.55, 25.11, 207.0299,
121.55, 25.12, 213.7065,
121.55, 25.13, 219.8410,
121.55, 25.14, 233.4637,
121.55, 25.15, 275.0442,
121.55, 25.16, 339.6609,
121.55, 25.17, 326.5337,
121.55, 25.18, 301.9677,
121.55, 25.19, 281.9373,
121.55, 25.20, 259.4802,
121.55, 25.21, 239.5469,
121.55, 25.22, 222.7625,
121.55, 25.23, 209.2994,
121.55, 25.24, 198.7113,
121.55, 25.25, 189.8285,
121.55, 25.26, 182.4139,
121.55, 25.27, 174.8363,
121.55, 25.28, 162.0305,
121.55, 25.29, 153.6599,
121.56, 22.02, 178.0067,
121.56, 22.03, 177.0952,
121.56, 22.04, 177.9145,
121.56, 22.05, 176.0105,
121.56, 22.06, 173.7621,
121.56, 22.07, 171.5223,
121.56, 22.08, 169.3100,
121.56, 23.72, 195.1120,
121.56, 23.73, 198.0899,
121.56, 23.74, 201.1204,
121.56, 23.75, 204.1701,
121.56, 23.76, 206.9096,
121.56, 23.77, 208.8659,
121.56, 23.78, 209.9679,
121.56, 23.79, 211.3834,
121.56, 23.80, 212.6395,
121.56, 23.81, 214.4629,
121.56, 23.82, 217.4017,
121.56, 23.83, 222.6107,
121.56, 23.84, 226.3148,
121.56, 23.85, 226.2603,
121.56, 23.86, 225.9169,
121.56, 23.87, 227.8812,
121.56, 23.88, 230.7754,
121.56, 23.89, 225.2489,
121.56, 23.90, 224.9954,
121.56, 23.91, 226.8140,
121.56, 23.92, 228.2823,
121.56, 23.93, 228.9686,
121.56, 23.94, 228.5185,
121.56, 23.95, 229.8189,
121.56, 23.96, 231.2184,
121.56, 23.97, 232.2544,
121.56, 23.98, 254.0414,
121.56, 23.99, 259.7183,
121.56, 24.00, 266.3373,
121.56, 24.01, 270.3378,
121.56, 24.02, 275.1703,
121.56, 24.03, 281.9322,
121.56, 24.04, 290.1870,
121.56, 24.05, 299.5546,
121.56, 24.06, 310.0312,
121.56, 24.07, 321.5785,
121.56, 24.08, 334.0332,
121.56, 24.09, 347.2585,
121.56, 24.10, 361.2728,
121.56, 24.11, 376.7170,
121.56, 24.12, 395.1172,
121.56, 24.13, 413.5980,
121.56, 24.14, 431.5768,
121.56, 24.15, 448.8219,
121.56, 24.16, 463.9035,
121.56, 24.17, 475.5831,
121.56, 24.18, 452.4044,
121.56, 24.19, 431.7455,
121.56, 24.20, 415.0695,
121.56, 24.21, 400.1578,
121.56, 24.22, 385.6780,
121.56, 24.23, 371.6145,
121.56, 24.24, 357.9759,
121.56, 24.25, 344.6738,
121.56, 24.26, 331.5193,
121.56, 24.27, 318.5125,
121.56, 24.28, 307.9151,
121.56, 24.29, 300.8032,
121.56, 24.30, 296.0878,
121.56, 24.31, 292.6689,
121.56, 24.32, 290.7484,
121.56, 24.33, 290.5776,
121.56, 24.34, 292.5223,
121.56, 24.35, 297.7483,
121.56, 24.36, 304.5235,
121.56, 24.37, 312.6903,
121.56, 24.38, 321.8266,
121.56, 24.39, 331.9915,
121.56, 24.40, 345.4630,
121.56, 24.41, 360.9280,
121.56, 24.42, 377.2075,
121.56, 24.43, 394.2622,
121.56, 24.44, 411.7212,
121.56, 24.45, 426.0167,
121.56, 24.46, 434.7241,
121.56, 24.47, 441.9490,
121.56, 24.48, 445.7797,
121.56, 24.49, 447.4774,
121.56, 24.50, 438.4655,
121.56, 24.51, 422.2546,
121.56, 24.52, 404.3835,
121.56, 24.53, 386.3097,
121.56, 24.54, 368.6646,
121.56, 24.55, 351.6444,
121.56, 24.56, 337.2379,
121.56, 24.57, 328.0701,
121.56, 24.58, 321.6671,
121.56, 24.59, 316.2059,
121.56, 24.60, 312.0558,
121.56, 24.61, 308.8844,
121.56, 24.62, 306.6397,
121.56, 24.63, 310.5749,
121.56, 24.64, 296.3173,
121.56, 24.65, 276.3973,
121.56, 24.66, 264.0671,
121.56, 24.67, 260.8769,
121.56, 24.68, 260.5735,
121.56, 24.69, 260.3819,
121.56, 24.70, 260.7353,
121.56, 24.71, 261.8106,
121.56, 24.72, 263.8871,
121.56, 24.73, 267.5504,
121.56, 24.74, 271.8749,
121.56, 24.75, 275.4588,
121.56, 24.76, 280.5169,
121.56, 24.77, 287.1789,
121.56, 24.78, 280.8251,
121.56, 24.79, 277.2599,
121.56, 24.80, 274.8478,
121.56, 24.81, 274.0134,
121.56, 24.82, 275.1980,
121.56, 24.83, 279.1842,
121.56, 24.84, 285.8658,
121.56, 24.85, 291.7731,
121.56, 24.86, 288.8129,
121.56, 24.87, 281.3260,
121.56, 24.88, 279.3474,
121.56, 24.89, 280.9237,
121.56, 24.90, 281.2432,
121.56, 24.91, 247.1462,
121.56, 24.92, 226.2210,
121.56, 24.93, 219.8840,
121.56, 24.94, 218.5374,
121.56, 24.95, 217.7433,
121.56, 24.96, 209.1344,
121.56, 24.97, 199.4583,
121.56, 24.98, 190.2666,
121.56, 24.99, 188.9505,
121.56, 25.00, 191.9192,
121.56, 25.01, 196.0486,
121.56, 25.02, 199.3197,
121.56, 25.03, 198.1196,
121.56, 25.04, 204.9496,
121.56, 25.05, 201.5881,
121.56, 25.06, 200.1036,
121.56, 25.07, 191.9364,
121.56, 25.08, 182.2243,
121.56, 25.09, 180.8265,
121.56, 25.10, 182.6204,
121.56, 25.11, 201.7895,
121.56, 25.12, 232.0941,
121.56, 25.13, 227.2208,
121.56, 25.14, 236.1731,
121.56, 25.15, 267.1710,
121.56, 25.16, 294.8061,
121.56, 25.17, 323.3804,
121.56, 25.18, 288.6791,
121.56, 25.19, 268.1606,
121.56, 25.20, 249.4441,
121.56, 25.21, 232.7248,
121.56, 25.22, 217.4981,
121.56, 25.23, 206.6544,
121.56, 25.24, 197.8057,
121.56, 25.25, 191.6515,
121.56, 25.26, 188.8935,
121.56, 25.27, 180.1564,
121.56, 25.28, 163.0322,
121.56, 25.29, 162.0911,
121.57, 22.01, 180.8979,
121.57, 22.02, 179.7357,
121.57, 22.03, 178.7393,
121.57, 22.06, 176.3300,
121.57, 22.07, 174.5763,
121.57, 22.08, 172.8630,
121.57, 23.74, 191.6699,
121.57, 23.75, 194.3749,
121.57, 23.76, 197.1530,
121.57, 23.77, 199.9627,
121.57, 23.78, 202.8813,
121.57, 23.79, 205.6286,
121.57, 23.80, 207.9424,
121.57, 23.81, 209.6719,
121.57, 23.82, 211.5433,
121.57, 23.83, 214.0288,
121.57, 23.84, 219.2936,
121.57, 23.85, 221.3808,
121.57, 23.86, 224.7743,
121.57, 23.87, 227.0162,
121.57, 23.88, 228.3825,
121.57, 23.89, 224.0535,
121.57, 23.90, 222.2497,
121.57, 23.91, 223.6141,
121.57, 23.92, 225.0727,
121.57, 23.93, 225.5851,
121.57, 23.94, 225.0026,
121.57, 23.95, 224.2424,
121.57, 23.96, 225.1926,
121.57, 23.97, 227.2976,
121.57, 23.98, 242.5216,
121.57, 23.99, 246.2887,
121.57, 24.00, 254.6820,
121.57, 24.01, 262.1423,
121.57, 24.02, 268.7819,
121.57, 24.03, 275.9377,
121.57, 24.04, 284.4702,
121.57, 24.05, 294.6177,
121.57, 24.06, 305.7718,
121.57, 24.07, 318.0070,
121.57, 24.08, 331.1390,
121.57, 24.09, 345.0137,
121.57, 24.10, 359.4868,
121.57, 24.11, 374.5898,
121.57, 24.12, 393.4887,
121.57, 24.13, 410.9929,
121.57, 24.14, 427.0331,
121.57, 24.15, 441.1922,
121.57, 24.16, 453.8593,
121.57, 24.17, 473.3593,
121.57, 24.18, 441.6576,
121.57, 24.19, 424.6439,
121.57, 24.20, 410.4109,
121.57, 24.21, 396.3373,
121.57, 24.22, 383.5233,
121.57, 24.23, 371.4142,
121.57, 24.24, 359.7462,
121.57, 24.25, 348.3551,
121.57, 24.26, 337.2157,
121.57, 24.27, 325.9985,
121.57, 24.28, 315.3340,
121.57, 24.29, 308.3792,
121.57, 24.30, 303.9181,
121.57, 24.31, 300.8432,
121.57, 24.32, 299.1382,
121.57, 24.33, 299.1679,
121.57, 24.34, 301.2759,
121.57, 24.35, 306.1813,
121.57, 24.36, 312.9995,
121.57, 24.37, 320.5731,
121.57, 24.38, 328.9052,
121.57, 24.39, 338.6237,
121.57, 24.40, 350.2705,
121.57, 24.41, 363.9013,
121.57, 24.42, 378.4850,
121.57, 24.43, 393.5853,
121.57, 24.44, 407.9059,
121.57, 24.45, 419.1377,
121.57, 24.46, 428.0805,
121.57, 24.47, 437.0742,
121.57, 24.48, 446.6404,
121.57, 24.49, 460.0984,
121.57, 24.50, 443.6931,
121.57, 24.51, 426.5665,
121.57, 24.52, 408.7329,
121.57, 24.53, 390.9173,
121.57, 24.54, 373.5515,
121.57, 24.55, 356.6757,
121.57, 24.56, 342.3391,
121.57, 24.57, 332.0848,
121.57, 24.58, 325.2804,
121.57, 24.59, 319.3279,
121.57, 24.60, 314.1366,
121.57, 24.61, 310.1785,
121.57, 24.62, 307.5869,
121.57, 24.63, 311.5404,
121.57, 24.64, 309.8423,
121.57, 24.65, 285.2562,
121.57, 24.66, 268.5615,
121.57, 24.67, 262.2685,
121.57, 24.68, 262.3902,
121.57, 24.69, 263.2314,
121.57, 24.70, 263.9621,
121.57, 24.71, 265.3603,
121.57, 24.72, 268.2423,
121.57, 24.73, 272.1143,
121.57, 24.74, 277.4504,
121.57, 24.75, 283.3336,
121.57, 24.76, 290.9868,
121.57, 24.77, 300.6355,
121.57, 24.78, 288.8854,
121.57, 24.79, 280.9926,
121.57, 24.80, 276.4232,
121.57, 24.81, 275.2914,
121.57, 24.82, 275.8784,
121.57, 24.83, 279.9347,
121.57, 24.84, 288.9668,
121.57, 24.85, 303.1023,
121.57, 24.86, 296.5345,
121.57, 24.87, 283.1542,
121.57, 24.88, 272.4458,
121.57, 24.89, 267.2018,
121.57, 24.90, 264.2687,
121.57, 24.91, 249.9354,
121.57, 24.92, 234.2719,
121.57, 24.93, 227.2252,
121.57, 24.94, 227.0372,
121.57, 24.95, 230.0267,
121.57, 24.96, 214.6313,
121.57, 24.97, 202.4804,
121.57, 24.98, 192.0497,
121.57, 24.99, 190.3952,
121.57, 25.00, 194.1897,
121.57, 25.01, 197.6174,
121.57, 25.02, 203.1199,
121.57, 25.03, 203.6861,
121.57, 25.04, 206.2747,
121.57, 25.05, 203.3404,
121.57, 25.06, 208.8040,
121.57, 25.07, 199.7650,
121.57, 25.08, 188.9423,
121.57, 25.09, 180.1854,
121.57, 25.10, 176.4558,
121.57, 25.11, 180.4430,
121.57, 25.12, 208.6532,
121.57, 25.13, 235.7811,
121.57, 25.14, 249.9341,
121.57, 25.15, 265.1529,
121.57, 25.16, 274.8746,
121.57, 25.17, 285.1329,
121.57, 25.18, 276.1664,
121.57, 25.19, 254.7478,
121.57, 25.20, 239.4208,
121.57, 25.21, 224.7783,
121.57, 25.22, 212.0207,
121.57, 25.23, 202.1441,
121.57, 25.24, 194.8544,
121.57, 25.25, 192.2133,
121.57, 25.26, 194.8524,
121.57, 25.27, 184.1884,
121.57, 25.28, 165.9387,
121.57, 25.29, 164.0382,
121.57, 25.30, 161.0213,
121.58, 22.01, 182.7091,
121.58, 22.02, 181.5287,
121.58, 22.03, 180.4166,
121.58, 23.81, 202.1583,
121.58, 23.82, 204.6843,
121.58, 23.83, 206.9789,
121.58, 23.84, 208.9673,
121.58, 23.85, 210.9379,
121.58, 23.86, 213.6350,
121.58, 23.87, 221.9036,
121.58, 23.88, 230.7672,
121.58, 23.89, 226.3716,
121.58, 23.90, 223.3035,
121.58, 23.91, 222.3888,
121.58, 23.92, 223.5200,
121.58, 23.93, 223.9691,
121.58, 23.94, 223.0293,
121.58, 23.95, 221.2647,
121.58, 23.96, 223.2203,
121.58, 23.97, 226.4678,
121.58, 23.98, 233.2805,
121.58, 23.99, 239.1817,
121.58, 24.00, 243.8219,
121.58, 24.01, 252.3088,
121.58, 24.02, 260.9708,
121.58, 24.03, 269.7063,
121.58, 24.04, 278.6975,
121.58, 24.05, 288.6293,
121.58, 24.06, 300.6604,
121.58, 24.07, 313.8366,
121.58, 24.08, 327.9169,
121.58, 24.09, 342.7162,
121.58, 24.10, 358.0581,
121.58, 24.11, 373.8376,
121.58, 24.12, 392.5109,
121.58, 24.13, 408.1386,
121.58, 24.14, 420.1665,
121.58, 24.15, 426.4660,
121.58, 24.16, 430.8387,
121.58, 24.17, 426.1328,
121.58, 24.18, 435.4689,
121.58, 24.19, 413.2416,
121.58, 24.20, 398.1064,
121.58, 24.21, 386.0569,
121.58, 24.22, 376.4791,
121.58, 24.23, 367.4117,
121.58, 24.24, 358.6204,
121.58, 24.25, 349.9502,
121.58, 24.26, 341.2173,
121.58, 24.27, 332.3496,
121.58, 24.28, 323.3619,
121.58, 24.29, 315.9714,
121.58, 24.30, 311.4503,
121.58, 24.31, 308.5739,
121.58, 24.32, 307.2097,
121.58, 24.33, 307.7391,
121.58, 24.34, 309.9636,
121.58, 24.35, 314.4752,
121.58, 24.36, 321.2758,
121.58, 24.37, 328.4671,
121.58, 24.38, 336.1495,
121.58, 24.39, 344.2762,
121.58, 24.40, 353.6620,
121.58, 24.41, 365.9835,
121.58, 24.42, 378.6772,
121.58, 24.43, 391.3002,
121.58, 24.44, 402.8331,
121.58, 24.45, 412.8591,
121.58, 24.46, 421.6357,
121.58, 24.47, 430.3291,
121.58, 24.48, 439.6256,
121.58, 24.49, 449.6221,
121.58, 24.50, 449.6681,
121.58, 24.51, 431.8892,
121.58, 24.52, 414.1041,
121.58, 24.53, 396.3863,
121.58, 24.54, 379.0802,
121.58, 24.55, 362.2423,
121.58, 24.56, 347.9759,
121.58, 24.57, 336.5120,
121.58, 24.58, 329.2699,
121.58, 24.59, 322.7200,
121.58, 24.60, 316.8542,
121.58, 24.61, 311.4445,
121.58, 24.62, 307.5781,
121.58, 24.63, 308.9086,
121.58, 24.64, 324.7446,
121.58, 24.65, 301.1678,
121.58, 24.66, 276.9094,
121.58, 24.67, 268.2687,
121.58, 24.68, 266.7590,
121.58, 24.69, 265.7985,
121.58, 24.70, 266.5754,
121.58, 24.71, 268.3625,
121.58, 24.72, 272.4787,
121.58, 24.73, 278.1556,
121.58, 24.74, 285.6206,
121.58, 24.75, 295.9105,
121.58, 24.76, 296.3169,
121.58, 24.77, 300.9244,
121.58, 24.78, 292.6731,
121.58, 24.79, 285.7543,
121.58, 24.80, 281.2545,
121.58, 24.81, 278.1378,
121.58, 24.82, 276.5215,
121.58, 24.83, 277.4068,
121.58, 24.84, 281.6299,
121.58, 24.85, 291.8882,
121.58, 24.86, 283.3129,
121.58, 24.87, 270.4755,
121.58, 24.88, 262.4622,
121.58, 24.89, 258.1606,
121.58, 24.90, 257.6099,
121.58, 24.91, 254.5741,
121.58, 24.92, 240.6983,
121.58, 24.93, 232.2636,
121.58, 24.94, 230.9096,
121.58, 24.95, 229.3477,
121.58, 24.96, 222.0390,
121.58, 24.97, 211.2220,
121.58, 24.98, 198.7792,
121.58, 24.99, 197.2526,
121.58, 25.00, 199.3634,
121.58, 25.01, 201.4872,
121.58, 25.02, 205.2281,
121.58, 25.03, 206.6139,
121.58, 25.04, 206.1540,
121.58, 25.05, 204.3475,
121.58, 25.06, 206.8802,
121.58, 25.07, 204.6970,
121.58, 25.08, 195.9784,
121.58, 25.09, 186.1548,
121.58, 25.10, 182.7287,
121.58, 25.11, 185.5320,
121.58, 25.12, 202.8356,
121.58, 25.13, 233.5706,
121.58, 25.14, 256.8731,
121.58, 25.15, 256.4021,
121.58, 25.16, 259.2737,
121.58, 25.17, 261.2547,
121.58, 25.18, 260.4444,
121.58, 25.19, 246.2908,
121.58, 25.20, 232.1628,
121.58, 25.21, 218.6911,
121.58, 25.22, 207.4283,
121.58, 25.23, 196.0378,
121.58, 25.24, 192.0419,
121.58, 25.25, 192.0861,
121.58, 25.26, 186.8245,
121.58, 25.27, 179.2796,
121.58, 25.28, 171.1282,
121.58, 25.29, 165.1174,
121.58, 25.30, 161.3491,
121.59, 22.00, 185.8263,
121.59, 22.01, 184.6299,
121.59, 22.02, 183.4500,
121.59, 23.83, 199.4133,
121.59, 23.84, 201.9196,
121.59, 23.85, 204.1696,
121.59, 23.86, 206.5497,
121.59, 23.87, 208.4028,
121.59, 23.88, 209.9996,
121.59, 23.89, 212.5222,
121.59, 23.90, 217.1713,
121.59, 23.91, 221.9053,
121.59, 23.92, 224.3254,
121.59, 23.93, 224.7433,
121.59, 23.94, 222.7522,
121.59, 23.95, 220.6111,
121.59, 23.96, 224.3169,
121.59, 23.97, 227.2354,
121.59, 23.98, 234.9229,
121.59, 23.99, 239.8101,
121.59, 24.00, 240.7599,
121.59, 24.01, 243.2788,
121.59, 24.02, 251.6362,
121.59, 24.03, 262.1562,
121.59, 24.04, 272.3225,
121.59, 24.05, 282.5002,
121.59, 24.06, 294.5356,
121.59, 24.07, 308.9127,
121.59, 24.08, 324.3575,
121.59, 24.09, 340.5025,
121.59, 24.10, 357.1672,
121.59, 24.11, 374.7216,
121.59, 24.12, 393.7334,
121.59, 24.13, 405.1476,
121.59, 24.14, 405.0541,
121.59, 24.15, 396.0627,
121.59, 24.16, 378.6075,
121.59, 24.17, 376.8453,
121.59, 24.18, 398.6845,
121.59, 24.19, 391.7301,
121.59, 24.20, 382.2677,
121.59, 24.21, 374.4136,
121.59, 24.22, 366.9547,
121.59, 24.23, 360.6491,
121.59, 24.24, 354.7716,
121.59, 24.25, 348.9627,
121.59, 24.26, 343.1366,
121.59, 24.27, 337.0647,
121.59, 24.28, 330.4463,
121.59, 24.29, 324.2759,
121.59, 24.30, 318.8986,
121.59, 24.31, 315.9291,
121.59, 24.32, 314.8918,
121.59, 24.33, 316.0207,
121.59, 24.34, 318.0713,
121.59, 24.35, 322.5903,
121.59, 24.36, 328.8033,
121.59, 24.37, 335.7725,
121.59, 24.38, 342.8855,
121.59, 24.39, 349.8000,
121.59, 24.40, 357.0130,
121.59, 24.41, 366.4116,
121.59, 24.42, 377.6820,
121.59, 24.43, 388.4594,
121.59, 24.44, 398.2760,
121.59, 24.45, 406.9951,
121.59, 24.46, 415.5142,
121.59, 24.47, 424.1740,
121.59, 24.48, 432.9644,
121.59, 24.49, 442.2217,
121.59, 24.50, 450.9731,
121.59, 24.51, 438.4685,
121.59, 24.52, 420.4479,
121.59, 24.53, 402.6143,
121.59, 24.54, 385.2657,
121.59, 24.55, 368.4805,
121.59, 24.56, 354.2173,
121.59, 24.57, 341.6777,
121.59, 24.58, 333.6607,
121.59, 24.59, 326.3710,
121.59, 24.60, 319.4735,
121.59, 24.61, 312.6085,
121.59, 24.62, 306.7976,
121.59, 24.63, 305.2166,
121.59, 24.64, 307.6478,
121.59, 24.65, 302.8846,
121.59, 24.66, 283.7054,
121.59, 24.67, 274.5470,
121.59, 24.68, 270.0057,
121.59, 24.69, 265.6449,
121.59, 24.70, 265.7393,
121.59, 24.71, 267.8278,
121.59, 24.72, 272.5708,
121.59, 24.73, 279.2928,
121.59, 24.74, 288.1367,
121.59, 24.75, 304.7816,
121.59, 24.76, 312.3150,
121.59, 24.77, 296.2258,
121.59, 24.78, 290.7274,
121.59, 24.79, 286.2989,
121.59, 24.80, 282.9502,
121.59, 24.81, 280.4343,
121.59, 24.82, 278.0400,
121.59, 24.83, 275.8369,
121.59, 24.84, 273.2500,
121.59, 24.85, 277.4814,
121.59, 24.86, 266.9848,
121.59, 24.87, 260.8079,
121.59, 24.88, 256.4624,
121.59, 24.89, 254.0382,
121.59, 24.90, 253.6631,
121.59, 24.91, 253.6755,
121.59, 24.92, 244.2187,
121.59, 24.93, 237.8750,
121.59, 24.94, 233.7054,
121.59, 24.95, 229.7736,
121.59, 24.96, 227.7306,
121.59, 24.97, 227.9146,
121.59, 24.98, 219.4155,
121.59, 24.99, 211.5007,
121.59, 25.00, 206.7333,
121.59, 25.01, 207.6034,
121.59, 25.02, 210.9558,
121.59, 25.03, 214.0974,
121.59, 25.04, 211.4172,
121.59, 25.05, 208.9811,
121.59, 25.06, 208.5513,
121.59, 25.07, 206.8909,
121.59, 25.08, 203.9962,
121.59, 25.09, 195.1967,
121.59, 25.10, 188.6658,
121.59, 25.11, 189.2041,
121.59, 25.12, 201.1381,
121.59, 25.13, 224.9966,
121.59, 25.14, 244.8496,
121.59, 25.15, 249.0203,
121.59, 25.16, 251.4104,
121.59, 25.17, 252.7930,
121.59, 25.18, 250.4671,
121.59, 25.19, 240.6322,
121.59, 25.20, 227.5905,
121.59, 25.21, 216.6485,
121.59, 25.22, 210.5121,
121.59, 25.23, 207.3322,
121.59, 25.24, 204.1780,
121.59, 25.25, 192.9851,
121.59, 25.26, 183.0567,
121.59, 25.27, 174.2183,
121.59, 25.28, 168.7200,
121.59, 25.29, 164.4576,
121.60, 22.02, 185.4363,
121.60, 23.85, 197.2183,
121.60, 23.86, 199.5688,
121.60, 23.87, 201.9441,
121.60, 23.88, 204.3231,
121.60, 23.89, 206.6259,
121.60, 23.90, 208.5609,
121.60, 23.91, 209.8328,
121.60, 23.92, 211.8079,
121.60, 23.93, 214.5294,
121.60, 23.94, 216.5322,
121.60, 23.95, 218.8947,
121.60, 23.96, 223.4165,
121.60, 23.97, 230.5928,
121.60, 23.98, 240.1082,
121.60, 23.99, 240.6783,
121.60, 24.00, 237.0696,
121.60, 24.01, 238.3912,
121.60, 24.02, 244.7790,
121.60, 24.03, 254.2224,
121.60, 24.04, 264.2868,
121.60, 24.05, 275.0614,
121.60, 24.06, 287.2311,
121.60, 24.07, 301.0252,
121.60, 24.08, 317.3271,
121.60, 24.09, 336.0385,
121.60, 24.10, 356.8634,
121.60, 24.11, 379.7987,
121.60, 24.12, 399.9667,
121.60, 24.13, 387.9441,
